id,title,company,location,city,state,description,requirements,salary,job_type,url,source,source_url,scraped_at,platform
Maplewood Senior Living_4189476268573943969,Nursing Assistant / Caregiver - Part Time 11p-7a,Maplewood Senior Living,"Chardon, OH 44024, USA",Chardon,OH,"Nursing Assistant / Caregiver - Part Time 11p-7a
Jul 9, 2025
Job Category: Resident Care/Healthcare
Requisition Number: NURSI011854
Schedule: Part Time




Chardon, OH 44024, USA





The Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance based on the individual resident service plan.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=82108592-8d2a-4848-ac75-c933cb79c573,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:15:58.189629,ultipro
Maplewood Senior Living_5013227702275606947,Resident Service Designee (Assistant Director of Nursing) RN,Maplewood Senior Living,"Plainsboro, NJ 08536, USA",Plainsboro,NJ,"Resident Service Designee (Assistant Director of Nursing) RN
Jul 9, 2025
Job Category: Resident Care/Healthcare
Requisition Number: RESID011855
Schedule: Full Time
Job Location Type: On-site




Plainsboro, NJ 08536, USA





The Resident Service Designee supports the Director of Nursing in the administration of the nursing services. Must be an RN, licensed to practice in the state of New Jersey, with a minimum one-year experience in assisted living or home care.",in assisted living or home care.,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=9bfc4100-9947-40ef-b94d-57cd69d75d6c,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:15:59.883906,ultipro
Maplewood Senior Living_1518517247197876151,Nursing Assistant / Caregiver / STNA Part Time 7a-3p,Maplewood Senior Living,"Twinsburg, OH 44087, USA",Twinsburg,OH,"Nursing Assistant / Caregiver / STNA Part Time 7a-3p
Jul 8, 2025
Job Category: Resident Care/Healthcare
Requisition Number: NURSI011842
Schedule: Part Time
Job Location Type: On-site




Twinsburg, OH 44087, USA





The Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance based on the individual resident service plan. Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives to...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=96a93c79-4b34-4e68-a23a-3c23503c4a5b,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:01.349186,ultipro
Maplewood Senior Living_9116496826663754585,Nursing Assistant / Caregiver / STNA Full Time 11p-7a,Maplewood Senior Living,"Twinsburg, OH 44087, USA",Twinsburg,OH,"Nursing Assistant / Caregiver / STNA Full Time 11p-7a
Jul 8, 2025
Job Category: Resident Care/Healthcare
Requisition Number: NURSI011846
Schedule: Part Time
Job Location Type: On-site




Twinsburg, OH 44087, USA





The Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance based on the individual resident service plan. Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives t...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=aa68320a-39c8-432a-a138-62c8dfe31fce,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:03.069780,ultipro
Maplewood Senior Living_8537966795982646113,Certified Nursing Assistant (CNA) - Full Time 7a-3p,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"Certified Nursing Assistant (CNA) - Full Time 7a-3p
Jul 8, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011849
Schedule: Full Time




Bethel, CT 06801, USA





Plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance. *Current CT Certified Nursing Assistant License Required* Maplewood at Stony Hill, in Bethel, is hiring Certified Nursing Assistants (CNA). Offering premium pay for experience and talent! Co...","and talent! Conveniently located on Route 6 in Bethel, only 4 miles from Danbury Center, Maplewood at Stony Hill is on the public bus line (HART Bus 2 from Danbury).",Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=75fcd1f4-3663-4a65-b8ed-dc3c748c0c51,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:04.712795,ultipro
Maplewood Senior Living_7650979740055305818,Certified Nursing Assistant (CNA) - Part Time 3p-11p,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"Certified Nursing Assistant (CNA) - Part Time 3p-11p
Jul 8, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011702
Schedule: Part Time




Bethel, CT 06801, USA





Plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance. *Current CT Certified Nursing Assistant License Required* Maplewood at Stony Hill, in Bethel, is hiring Certified Nursing Assistants (CNA). Offering premium pay for experience and talent! C...","and talent! Conveniently located on Route 6 in Bethel, only 4 miles from Danbury Center, Maplewood at Stony Hill is on the public bus line (HART Bus 2 from Danbury).",Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=772dc39f-70e4-48c6-85e2-c7149184a77b,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:06.444457,ultipro
Maplewood Senior Living_2390616825337722648,Nursing Assistant / Caregiver / STNA Part Time 3p-11p,Maplewood Senior Living,"Chardon, OH 44024, USA",Chardon,OH,"Nursing Assistant / Caregiver / STNA Part Time 3p-11p
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: NURSI011839
Schedule: Part Time
Job Location Type: On-site




Chardon, OH 44024, USA





The Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance based on the individual resident service plan.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=6b1769dc-d7de-4d49-a534-0d4febf9735b,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:08.421980,ultipro
Maplewood Senior Living_301851348486639220,Nursing Assistant / Caregiver / STNA Full Time 3p-11p,Maplewood Senior Living,"Chardon, OH 44024, USA",Chardon,OH,"Nursing Assistant / Caregiver / STNA Full Time 3p-11p
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: NURSI011837
Schedule: Full Time
Job Location Type: On-site




Chardon, OH 44024, USA





The Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance based on the individual resident service plan.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=441dfa1e-3f60-474d-99a2-8f97e9042625,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:10.265347,ultipro
Maplewood Senior Living_2269992662852799753,Certified Nursing Assistant (CNA) - Part Time 11p-7a,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"Certified Nursing Assistant (CNA) - Part Time 11p-7a
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011835
Schedule: Part Time




Bethel, CT 06801, USA





Plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance. *Current CT Certified Nursing Assistant License Required* Maplewood at Stony Hill, in Bethel, is hiring Certified Nursing Assistants (CNA). Offering premium pay for experience and talent! C...","and talent! Conveniently located on Route 6 in Bethel, only 4 miles from Danbury Center, Maplewood at Stony Hill is on the public bus line (HART Bus 2 from Danbury).",Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=69c0d50a-4449-4d62-9769-99b58781dd33,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:13.535175,ultipro
Maplewood Senior Living_2123674953145686162,Human Resources Generalist,Maplewood Senior Living,"Cuyahoga Falls, OH 44223, USA",Cuyahoga Falls,OH,"Human Resources Generalist
Jul 7, 2025
Job Category: Human Resources
Requisition Number: COMMU011817
Schedule: Full Time




Cuyahoga Falls, OH 44223, USA





The Human Resources Generalist plays a critical role in leading the day-to-day operations of the human resources function within the community with the goal of reducing turnover and improving associate satisfaction. This role is responsible for overseeing HR activities, ensuring alignment with company policies and fostering a positive wor...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=590d5669-727a-41a1-a1ac-70c1373577d3,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:15.258243,ultipro
Maplewood Senior Living_3041126132733263820,LPN Wellness Nurse Part Time 3p-11p,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"LPN Wellness Nurse Part Time 3p-11p
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LPNWE011827
Schedule: Part Time




Bethel, CT 06801, USA





The Licensed Practical Nurse (LPN) assists and supports the Resident Services Director with the overall implementation, delivery, and coordination of nursing services in the community. Maplewood at Stony Hill, in Bethel, is hiring Practical Nurses (LPNs) for the 7a - 3p per-diem shift including one weekend a month. We offer ✦ Co...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=92c252fb-5fe1-4278-8c98-334c588cb0b6,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:17.482769,ultipro
Maplewood Senior Living_5892914203430708853,Certified Nursing Assistant (CNA) - Part Time 7a-3p,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"Certified Nursing Assistant (CNA) - Part Time 7a-3p
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011834
Schedule: Part Time




Bethel, CT 06801, USA





Plays an integral role in providing exceptional care and service to our residents in need of dedicated hands on assistance. *Current CT Certified Nursing Assistant License Required* Maplewood at Stony Hill, in Bethel, is hiring Certified Nursing Assistants (CNA). Offering premium pay for experience and talent! Co...","and talent! Conveniently located on Route 6 in Bethel, only 4 miles from Danbury Center, Maplewood at Stony Hill is on the public bus line (HART Bus 2 from Danbury).",Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=1bd1a7a8-e7c5-41dd-bc96-91a3024837c5,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:19.292922,ultipro
Maplewood Senior Living_1508672226202879975,LPN Wellness Nurse Per Diem,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"LPN Wellness Nurse Per Diem
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LPNWE011828
Schedule: Part Time




Bethel, CT 06801, USA





The Licensed Practical Nurse (LPN) assists and supports the Resident Services Director with the overall implementation, delivery, and coordination of nursing services in the community. Maplewood at Stony Hill, in Bethel, is hiring Practical Nurses (LPNs) for the 7a - 3p per-diem shift including one weekend a month. We offer ✦ Competitiv...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=45b2c91d-52fc-466c-b9ca-313163bd8e22,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:20.827175,ultipro
Maplewood Senior Living_4696535112371026398,Certified Nursing Assistant (CNA) Part Time 11pm - 7am,Maplewood Senior Living,"Plainsboro, NJ 08536, USA",Plainsboro,NJ,"Certified Nursing Assistant (CNA) Part Time 11pm - 7am
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011829
Schedule: Part Time




Plainsboro, NJ 08536, USA





We are seeking a compassionate and dedicated Certified Nurse Assistant (CNA) to join our team. As a CNA, you will play a vital role in providing exceptional care to residents, assisting with daily activities and ensuring their comfort and well-being.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=a0065aa3-30c1-42e0-83c5-bc5ab09bf703,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:22.434073,ultipro
Maplewood Senior Living_8416603029034153011,Licensed Practical Nurse LPN - Per Diem,Maplewood Senior Living,"Newtown, CT 06470, USA",Newtown,CT,"Licensed Practical Nurse LPN - Per Diem
Jul 7, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LICEN011832
Schedule: Full Time




Newtown, CT 06470, USA





Maplewood at Newtown is hiring Licensed Practical Nurses (LPN) Part time/ Per Diem shifts. The Licensed Practical Nurse (LPN) assists and supports the Resident Services Director with the overall implementation, delivery, and coordination of nursing services in the community. *Must be a Licensed Practical Nurse currently lic...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=68ee5b5f-bfd4-4d86-9c7e-d0b3a96dea52,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:24.193657,ultipro
Maplewood Senior Living_6922739391254263469,Community HR Director,Maplewood Senior Living,"Chardon, OH 44024, USA",Chardon,OH,"Community HR Director
Jul 3, 2025
Job Category: Human Resources
Requisition Number: COMMU011821
Schedule: Full Time




Chardon, OH 44024, USA





The Community HR Director plays a critical role in leading the day-to-day operations of the human resources function within the community with the goal of reducing turnover and improving associate satisfaction. This role is responsible for overseeing HR activities, ensuring alignment with company policies and fostering a positive work environment. Ke...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=f5cc0b30-8f4c-444b-b75b-1338465e6889,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:25.668933,ultipro
Maplewood Senior Living_946177985298770977,Maintenance Assistant,Maplewood Senior Living,"Cuyahoga Falls, OH 44223, USA",Cuyahoga Falls,OH,"Maintenance Assistant
Jul 3, 2025
Job Category: Plant Operations
Requisition Number: MAINT011814
Schedule: Full Time




Cuyahoga Falls, OH 44223, USA





The Maintenance Assistant is responsible the general operating maintenance, repair and housekeeping of the residence and the community’s physical plant to maintain proper operations of the residence. The Maintenance Assistant is also responsible for communication and helps coordinate the necessary tasks to accomplish repairs and alterations t...",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=aa5417b3-88df-4a2f-9925-3adf92e76a6c,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:27.296198,ultipro
Maplewood Senior Living_446689997245620727,Lifestyle Assistant - Part Time,Maplewood Senior Living,"Southport, CT 06890, USA",Southport,CT,"Lifestyle Assistant - Part Time
Jul 3, 2025
Job Category: Resident Care/Healthcare
Requisition Number: LIFES011820
Schedule: Part Time
Job Location Type: On-site




Southport, CT 06890, USA





The Lifestyle Assistant is responsible for implementation of all programs and ensuring that it is therapeutic to the residents and maximizes their quality of life. Maplewood Senior Living offers a full range of social, physical, cognitive, emotional, spiritual and purposeful programs to meet overall wel...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=9311747d-6f3c-4e76-87dc-708a75540566,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:29.447978,ultipro
Maplewood Senior Living_5850004496579629105,Cook - Per Diem,Maplewood Senior Living,"Bethel, CT 06801, USA",Bethel,CT,"Cook - Per Diem
Jul 2, 2025
Job Category: Dining Services
Requisition Number: COOKF010061
Schedule: Part Time




Bethel, CT 06801, USA





Maplewood at Stony Hill is hiring a Per Diem Cook/Chef. The Cook works directly with the Culinary Service Director and plays an integral role in planning/delivering an outstanding dining experience for our residents and guests. We offer: ✦ Competitive wages ✦ Flexible shifts ✦ Paid training & uniforms ✦ Bonus & incentives ✦ Growth opportunities Conveniently...","for our residents and guests. We offer: ✦ Competitive wages ✦ Flexible shifts ✦ Paid training & uniforms ✦ Bonus & incentives ✦ Growth opportunities Conveniently located on Route 6 in Bethel, only 4 miles from Danbury Center, Maplewood at Stony Hill is on the public bus line (HART Bus 2 from Danbury).",Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=df501dcc-e7da-4ae1-baaa-eb732985abef,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:32.814934,ultipro
Maplewood Senior Living_4948553530100336451,Server - Part Time,Maplewood Senior Living,"Danbury, CT 06810, USA",Danbury,CT,"Server - Part Time
Jul 2, 2025
Job Category: Dining Services
Requisition Number: SERVE011573
Schedule: Part Time




Danbury, CT 06810, USA





The Server is responsible for assisting in the set-up, service and cleaning of the dining room. Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives to inspire our associates to learn, develop, and succeed. As we continue to grow, we are seeking devoted and caring Servers to become part of our family.",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=669baae5-ade2-4167-8574-88476117de8d,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:36.053952,ultipro
Maplewood Senior Living_5980122510035940067,Cook - Per Diem,Maplewood Senior Living,"Norwalk, CT 06855, USA",Norwalk,CT,"Cook - Per Diem
Jul 2, 2025
Job Category: Dining Services
Requisition Number: COOKP011810
Schedule: Part Time




Norwalk, CT 06855, USA





Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives to inspire our associates to learn, develop, and succeed. As we continue to grow, we are seeking a devoted and caring Cook to become part of our family. Join us and explore a rewarding career where you can make a difference in the lives of seniors every day. We offer t...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=964ed400-b354-41b6-9df8-9483956587c8,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:37.644434,ultipro
Maplewood Senior Living_6367743946000664665,Server - Part Time,Maplewood Senior Living,"Orange, CT 06477, USA",Orange,CT,"Server - Part Time
Jul 2, 2025
Job Category: Dining Services
Requisition Number: SERVE011813
Schedule: Part Time




Orange, CT 06477, USA





The Server is responsible for assisting in the set-up, service and cleaning of the dining room. Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives to inspire our associates to learn, develop, and succeed. Maplewood at Orange is hiring Part Time Servers with flexible schedules and rotating weekend availability for PT ...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=ef04cae3-430b-4b06-8bb1-f3f26496030c,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:40.348639,ultipro
Maplewood Senior Living_2108067005066114713,Memory Care Director,Maplewood Senior Living,"Darien, CT 06820, USA",Darien,CT,"Memory Care Director
Jul 1, 2025
Job Category: Administration/Customer Services
Requisition Number: MEMOR011809
Schedule: Full Time
Job Location Type: On-site




Darien, CT 06820, USA





Maplewood at Darien is currently hiring a full time Memory Care Director position. Maplewood offers a comprehensive benefits package for full time employees including medical, dental, and more including paid time-off and a 401k plan. Maplewood at Darien 599 Boston Post Road Darien, CT 06820",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=d8cfa981-c85f-4134-9882-55720042244f,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:42.237435,ultipro
Maplewood Senior Living_1380088356240404703,Certified Nursing Assistant (CNA) Per Diem 7am - 3pm & 11p - 7am,Maplewood Senior Living,"Norwalk, CT 06855, USA",Norwalk,CT,"Certified Nursing Assistant (CNA) Per Diem 7am - 3pm & 11p - 7am
Jul 1, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011811
Schedule: Part Time
Job Location Type: On-site




Norwalk, CT 06855, USA





Maplewood Senior Living, an innovative, forward-thinking senior living provider, strives to inspire our associates to learn, develop, and succeed. Maplewood at Strawberry Hill, in East Norwalk, is hiring Certified Nursing Assistants (CNA) for all shifts. The Certified Nurs...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=645c35d1-4a35-43ee-b64c-76725c4f85af,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:43.880789,ultipro
Maplewood Senior Living_7756912379905147162,Dishwasher - Part Time,Maplewood Senior Living,"Danbury, CT 06810, USA",Danbury,CT,"Dishwasher - Part Time
Jul 1, 2025
Job Category: Dining Services
Requisition Number: DISHW011807
Schedule: Part Time




Danbury, CT 06810, USA





The Dishwasher performs a variety of food service functions in maintaining clean and sanitary conditions of food services, facilities, and equipment. S (he) is responsible for the removal of all garbage, leaving machinery empty, clean and dry and floors clean after each meal. Dishwasher: Part-time, flexible shifts, Luxury Senior Living Maplewood Sen...",Requirements not specified,Salary not specified,Part-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=883b916a-0e95-4b04-906f-140ac1ac7960,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:45.893470,ultipro
Maplewood Senior Living_2692075402251359402,Certified Nursing Assistant / CNA / HHA - Full Time 7a-3p,Maplewood Senior Living,"West Yarmouth, MA 02673, MA 02673, USA",West Yarmouth,MA,"Certified Nursing Assistant / CNA / HHA - Full Time 7a-3p
Jul 1, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011805
Schedule: Full Time




West Yarmouth, MA 02673, MA 02673, USA





The Certified Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands-on assistance. Valid Massachusetts Nurse’s Aide Registration Required. Full Time with rotating weekend availability.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=2ebd440a-dd89-4aeb-80dd-28874f8782b1,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:47.661637,ultipro
Maplewood Senior Living_9004433312306009921,Certified Nursing Assistant / CNA / HHA - Full Time,Maplewood Senior Living,"West Yarmouth, MA 02673, MA 02673, USA",West Yarmouth,MA,"Certified Nursing Assistant / CNA / HHA - Full Time
Jul 1, 2025
Job Category: Resident Care/Healthcare
Requisition Number: CERTI011806
Schedule: Full Time




West Yarmouth, MA 02673, MA 02673, USA





The Certified Nursing Assistant plays an integral role in providing exceptional care and service to our residents in need of dedicated hands-on assistance. Valid Massachusetts Nurse’s Aide Registration Required. Full Time with rotating weekend availability.",Requirements not specified,Salary not specified,Full-time,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/OpportunityDetail?opportunityId=ec458260-6fc1-4915-9cda-6fb5913e0c88,Maplewood Senior Living,https://recruiting.ultipro.com/MAP1003/JobBoard/51997001-de38-2b3c-51f7-8dfc3b02a5dd/?q=&o=postedDateDesc&w=&wc=&we=&wpst=,2025-07-11T01:16:49.317115,ultipro
