id,title,company,location,city,state,salary,description,overview,requirements,url,source,source_url,scraped_at,tags,setting_type
Benchmark_6125205153369291517,CNA - Full Time,Benchmark,Connecticut,,CT,Not specified,CNA - Full Time,CNA - Full Time,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:38.677916,Full-Time (employment); Assisted Living (care_setting),assisted_living
Benchmark_3001644337021202846,CNA - Part Time,Benchmark,Connecticut,,CT,Not specified,CNA - Part Time,CNA - Part Time,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:39.800374,Part-Time (employment); Assisted Living (care_setting),assisted_living
Benchmark_7674863173182329543,CNA - Part Time 1st & 3rd,Benchmark,Connecticut,,CT,Not specified,CNA - Part Time 1st & 3rd,CNA - Part Time 1st & 3rd,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:41.302112,Part-Time (employment); Assisted Living (care_setting),assisted_living
Benchmark_6084174529035744380,CNA - Full Time 3rd Shift,Benchmark,Connecticut,,CT,Not specified,CNA - Full Time 3rd Shift,CNA - Full Time 3rd Shift,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:43.847436,Full-Time (employment); Assisted Living (care_setting),assisted_living
Benchmark_5647442095929307201,RN - Care Nurse Supervisor SNF,Benchmark,Connecticut,,CT,Not specified,RN - Care Nurse Supervisor SNF,RN - Care Nurse Supervisor SNF,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:44.913613,Skilled Nursing Facility (care_setting),assisted_living
Benchmark_7984473381094820891,Assistant - Programming Harbor,Benchmark,Connecticut,,CT,Not specified,Assistant - Programming Harbor,Assistant - Programming Harbor,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:47.485263,Assisted Living (care_setting),assisted_living
Benchmark_5706784336488683127,Part Time Nurse- RN/LPN,Benchmark,Connecticut,,CT,Not specified,Part Time Nurse- RN/LPN,Part Time Nurse- RN/LPN,,,Benchmark,https://jobs.dayforcehcm.com/en-US/benchmark/CANDIDATEPORTAL,2025-07-01T21:54:50.138105,Part-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_9188935577269222420,"C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem)",Mozaic Senior Services,"Stamford, CT",Stamford,CT,$17.25 - $22.00 per hour,"C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem) Stamford, CT, USA |Home Care |Flex Hours |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025","C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem) Stamford, CT, USA |Home Care |Flex Hours |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025",,https://mozaicsl.applicantpool.com/jobs/1226156,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:29.859355,Full-Time (employment); Flexible Hours (shift); Home Care (care_setting),assisted_living
Mozaic Senior Services_4566665542782903895,"C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem)",Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$17.25 - $22.00 per hour,"C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem) Bridgeport, CT, USA |Home Care |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025","C.N.A./HHA - Home Care (Full Time, Part Time, Per Diem) Bridgeport, CT, USA |Home Care |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025",,https://mozaicsl.applicantpool.com/jobs/1226157,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:30.611752,Full-Time (employment); Home Care (care_setting),assisted_living
Mozaic Senior Services_1495928661734145722,Certified Nursing Assistant Training Program (Paid),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$16.35 per hour,"Certified Nursing Assistant Training Program (Paid) Bridgeport, CT, USA |CNA Training - Nursing |8:00AM - 4:30PM |Training Course |$16.35 per hour Posted: Apr 17, 2025","Certified Nursing Assistant Training Program (Paid) Bridgeport, CT, USA |CNA Training - Nursing |8:00AM - 4:30PM |Training Course |$16.35 per hour Posted: Apr 17, 2025",,https://mozaicsl.applicantpool.com/jobs/1208403,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:31.548397,Assisted Living (care_setting),assisted_living
Mozaic Senior Services_6730346406718576922,Child Care Preschool Teacher (Full-time 37.5 hrs. M-F),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$18.00 - $20.70 per hour,"Child Care Preschool Teacher (Full-time 37.5 hrs. M-F) Bridgeport, CT, USA |Child Care Center |Days |Full-Time |$18.00 - $20.70 per hour Posted: Jun 27, 2025","Child Care Preschool Teacher (Full-time 37.5 hrs. M-F) Bridgeport, CT, USA |Child Care Center |Days |Full-Time |$18.00 - $20.70 per hour Posted: Jun 27, 2025",,https://mozaicsl.applicantpool.com/jobs/1228464,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:32.283327,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_3435726208090912571,CNA - Assisted Living (Full Time 37.5 hours),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$19.25 - $22.14 per hour,"CNA - Assisted Living (Full Time 37.5 hours) Bridgeport, CT, USA |Assisted Living |11:00pm - 7:00am |Full-Time |$19.25 - $22.14 per hour Posted: Jun 23, 2025","CNA - Assisted Living (Full Time 37.5 hours) Bridgeport, CT, USA |Assisted Living |11:00pm - 7:00am |Full-Time |$19.25 - $22.14 per hour Posted: Jun 23, 2025",,https://mozaicsl.applicantpool.com/jobs/1226610,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:33.246362,Full-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_8943039355555486660,"CNA - Medical Home Care and Hospice (FT, PT, Per Diem)",Mozaic Senior Services,"Stamford, CT",Stamford,CT,$17.25 - $22.00 per hour,"CNA - Medical Home Care and Hospice (FT, PT, Per Diem) Stamford, CT, USA |Hospice |Flex Hours |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025","CNA - Medical Home Care and Hospice (FT, PT, Per Diem) Stamford, CT, USA |Hospice |Flex Hours |Per Diem |$17.25 - $22.00 per hour Posted: Jun 20, 2025",,https://mozaicsl.applicantpool.com/jobs/1226158,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:34.141666,Full-Time (employment); Flexible Hours (shift); Home Care (care_setting),assisted_living
Mozaic Senior Services_3754182186943342842,CNA (AL) - (Per Diem),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$20.00 - $21.50 per hour,"CNA (AL) - (Per Diem) Bridgeport, CT, USA |Assisted Living |Flex Hours |Per Diem |$20.00 - $21.50 per hour Posted: Jun 23, 2025","CNA (AL) - (Per Diem) Bridgeport, CT, USA |Assisted Living |Flex Hours |Per Diem |$20.00 - $21.50 per hour Posted: Jun 23, 2025",,https://mozaicsl.applicantpool.com/jobs/1226611,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:34.878698,Per Diem (employment); Flexible Hours (shift); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_7370166194220570578,CNA (LTC) - (Full-time 1st. shift),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$19.25 - $22.14 per hour,"CNA (LTC) - (Full-time 1st. shift) Bridgeport, CT, USA |Nursing |7:00am - 3:00pm |Full-Time |$19.25 - $22.14 per hour Posted: May 15, 2025","CNA (LTC) - (Full-time 1st. shift) Bridgeport, CT, USA |Nursing |7:00am - 3:00pm |Full-Time |$19.25 - $22.14 per hour Posted: May 15, 2025",,https://mozaicsl.applicantpool.com/jobs/1216897,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:35.605046,Full-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_5355929251496379045,CNA (LTC) - (Full-time 2nd shift),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$19.25 - $22.14 per hour,"CNA (LTC) - (Full-time 2nd shift) Bridgeport, CT, USA |Nursing |3:00pm - 11:00pm |Full-Time |$19.25 - $22.14 per hour Posted: May 16, 2025","CNA (LTC) - (Full-time 2nd shift) Bridgeport, CT, USA |Nursing |3:00pm - 11:00pm |Full-Time |$19.25 - $22.14 per hour Posted: May 16, 2025",,https://mozaicsl.applicantpool.com/jobs/1216898,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:36.884709,Full-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_2806604258005643748,CNA (LTC) - (Full-time 3rd. Shift),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$19.25 - $22.14 per hour,"CNA (LTC) - (Full-time 3rd. Shift) Bridgeport, CT, USA |Nursing |11:00pm - 7:00am |Full-Time |$19.25 - $22.14 per hour Posted: May 16, 2025","CNA (LTC) - (Full-time 3rd. Shift) Bridgeport, CT, USA |Nursing |11:00pm - 7:00am |Full-Time |$19.25 - $22.14 per hour Posted: May 16, 2025",,https://mozaicsl.applicantpool.com/jobs/1216899,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:37.580188,Full-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_8616098403411924109,CNA Flex 3 Per Diem (NEW),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$22.50 - $24.50 per hour,"CNA Flex 3 Per Diem (NEW) Bridgeport, CT, USA |Nursing |Flex Shift |Per Diem |$22.50 - $24.50 per hour Posted: Jun 25, 2025","CNA Flex 3 Per Diem (NEW) Bridgeport, CT, USA |Nursing |Flex Shift |Per Diem |$22.50 - $24.50 per hour Posted: Jun 25, 2025",,https://mozaicsl.applicantpool.com/jobs/1227858,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:38.368416,Full-Time (employment); Flexible Hours (shift); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_683350564827446932,Experienced Clinical Educator,Mozaic Senior Services,"Experienced Clinical Educator Bridgeport, CT",Experienced Clinical Educator Bridgeport,CT,$42.00 - $50.40 per hour,"Experienced Clinical Educator Bridgeport, CT, USA |Education |Days |Full-Time |$42.00 - $50.40 per hour Posted: May 07, 2025","Experienced Clinical Educator Bridgeport, CT, USA |Education |Days |Full-Time |$42.00 - $50.40 per hour Posted: May 07, 2025",,https://mozaicsl.applicantpool.com/jobs/1214057,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:39.646392,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_2886355547497603891,Experienced RN Nursing Supervisor (Part-time 20 hrs.),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$44.00 - $52.80 per hour,"Experienced RN Nursing Supervisor (Part-time 20 hrs.) Bridgeport, CT, USA |Clinical Support Services |3pm-7pm |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025","Experienced RN Nursing Supervisor (Part-time 20 hrs.) Bridgeport, CT, USA |Clinical Support Services |3pm-7pm |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025",,https://mozaicsl.applicantpool.com/jobs/1226614,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:40.637859,Part-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_7105042020637488125,Experienced RN Nursing Supervisor (Part-time 8 hrs.),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$44.00 - $52.80 per hour,"Experienced RN Nursing Supervisor (Part-time 8 hrs.) Bridgeport, CT, USA |Clinical Support Services |3pm-7pm |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025","Experienced RN Nursing Supervisor (Part-time 8 hrs.) Bridgeport, CT, USA |Clinical Support Services |3pm-7pm |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025",,https://mozaicsl.applicantpool.com/jobs/1226615,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:41.310604,Part-Time (employment); Assisted Living (care_setting),assisted_living
Mozaic Senior Services_6770771718198165348,Experienced RN Supervisor (Part-time Weekends),Mozaic Senior Services,"Bridgeport, CT",Bridgeport,CT,$44.00 - $52.80 per hour,"Experienced RN Supervisor (Part-time Weekends) Bridgeport, CT, USA |Clinical Support Services |11:00pm - 7:00am |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025","Experienced RN Supervisor (Part-time Weekends) Bridgeport, CT, USA |Clinical Support Services |11:00pm - 7:00am |Part-Time |$44.00 - $52.80 per hour Posted: Jun 23, 2025",,https://mozaicsl.applicantpool.com/jobs/1226616,Mozaic Senior Services,https://mozaicsl.applicantpool.com/jobs/,2025-07-01T21:55:42.057985,Part-Time (employment); Weekend Shift (shift); Assisted Living (care_setting),assisted_living
Nathaniel Witherell_5242804290970605126,"Patient Care Coordinator, R.N.",Nathaniel Witherell,"Greenwich, CT",Greenwich,CT,"$99,154.00 - $106,779.00","Patient Care Coordinator, R.N. Full Time - $99,154.00 - $106,779.00 Annually Department: NATHANIEL WITHERELL Performs professional work involving managing staff nurses and nursing assistants in an assigned unit, and responsible for the quality of life and the nursing care provided to the residents in that unit on a 24 hour basis. Plans, coordinates, evaluates, communicates, and ensures quality patient care across all shifts. Maintains awareness of changes in each resident's condition and needs on a daily basis. Ensures documentation compliance for medical records maintained on unit. Works with and through other departments to achieve quality patient care and appropriate support and interventions for concerned family members. Position carries a Blood and Body Fluid Exposure Risk Level I, and reports... Posted more than 30 days ago | Closes in 5 days","Patient Care Coordinator, R.N. Full Time - $99,154.00 - $106,779.00 Annually Department: NATHANIEL WITHERELL Performs professional work involving managing staff nurses and nursing assistants in an ass...",,https://www.governmentjobs.com/careers/greenwichct/jobs/4899517/patient-care-coordinator-r-n,Nathaniel Witherell,https://www.governmentjobs.com/careers/greenwichct?department%5B0%5D=NATHANIEL%20WITHERELL&sort=PositionTitle%7CAscending,2025-07-01T21:57:04.173431,Full-Time (employment); Day Shift (shift); Skilled Nursing Facility (care_setting),snf
Covenant Living_2831414784136546268,Laundry Aide and Housekeeper,Covenant Living,Connecticut,,CT,Not specified,Laundry Aide and Housekeeper,Laundry Aide and Housekeeper,,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:01.442265,Assisted Living (care_setting),assisted_living
Covenant Living_4336694168182517128,Licensed Practical Nurse,Covenant Living,Connecticut,,CT,Not specified,Licensed Practical Nurse,Licensed Practical Nurse,,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:02.396063,Assisted Living (care_setting),assisted_living
Covenant Living_345020875592277209,Certified Nursing Assistant,Covenant Living,Connecticut,,CT,Not specified,Certified Nursing Assistant,Certified Nursing Assistant,,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:03.687412,Assisted Living (care_setting),assisted_living
Covenant Living_543333643649118098,"Care Attendant, Non Certified (Northbrook)",Covenant Living,Connecticut,,CT,Not specified,"Care Attendant, Non Certified (Northbrook)","Care Attendant, Non Certified (Northbrook)",,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:04.253246,Assisted Living (care_setting),assisted_living
Covenant Living_1805977648778819008,Registered Nurse,Covenant Living,Connecticut,,CT,Not specified,Registered Nurse,Registered Nurse,,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:04.821356,Assisted Living (care_setting),assisted_living
Covenant Living_294913946008967088,"Nursing Supervisor, RN",Covenant Living,"Nursing Supervisor, RN",Nursing Supervisor,RN,Not specified,"Nursing Supervisor, RN","Nursing Supervisor, RN",,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:05.384869,Assisted Living (care_setting),assisted_living
Covenant Living_7094256861473827718,CNA- Part Time,Covenant Living,Connecticut,,CT,Not specified,CNA- Part Time,CNA- Part Time,,,Covenant Living,https://careers.covliving.org/global/en/search-results,2025-07-01T21:58:05.931949,Part-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_8348962140613626723,Licensed Practical Nurse Full Time,Harbor Chase,"site Lady Lake, FL",site Lady Lake,FL,Not specified,"Licensed Practical Nurse Full Time Today Job Category: Resident Care-AL Requisition Number: LICEN021370 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides direct and individual nursing care to assigned residents based on nursing standards and under the supervision of the Director of Resident Care (DRC). Also maintains compliance with all state and federal regulations and the standards of HRA. This position is available as Full Time and PRN for the 2pm-10pm shift.","Licensed Practical Nurse Full Time Today Job Category: Resident Care-AL Requisition Number: LICEN021370 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides direct and indi...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=93e5a51f-ced3-435e-a5fd-47db8ef0ca43,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:16.245723,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Harbor Chase_1773579338351790983,Resident Aid,Harbor Chase,"site Lady Lake, FL",site Lady Lake,FL,Not specified,"Resident Aid Today Job Category: Resident Care-AL Requisition Number: RESID021369 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides residents assistance with Activities of Daily Living (ADL) while recognizing the importance of their dignity and respect at all times. This position is available as Full Time and PRN for 7am-7pm and 7pm-7am shifts, for Assisted Living and Memory Care.","Resident Aid Today Job Category: Resident Care-AL Requisition Number: RESID021369 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides residents assistance with Activities ...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=f823b465-e453-4f1d-8941-ef5bb9b15f97,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:17.554515,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Harbor Chase_7944565975105097144,Life Enrichment Coord / Activity Coordinator / Activities staff / Activity Ambassador,Harbor Chase,"site Orlando, FL",site Orlando,FL,Not specified,"Life Enrichment Coord / Activity Coordinator / Activities staff / Activity Ambassador Jun 30, 2025 Job Category: Life Enrichment Requisition Number: LIFEE021367 Schedule: Part Time Job Location Type: On-site Orlando, FL 32819, USA Assists in the implementation of a comprehensive activities program geared to meet the spiritual, physical, social and psychosocial needs of community residents.","Life Enrichment Coord / Activity Coordinator / Activities staff / Activity Ambassador Jun 30, 2025 Job Category: Life Enrichment Requisition Number: LIFEE021367 Schedule: Part Time Job Location Type: ...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=cfe6846f-8e2f-471c-8a4c-7e6df267a257,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:18.918984,Part-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_7452989916361616262,CARE PARTNER,Harbor Chase,"Full Time Sarasota, FL",Full Time Sarasota,FL,Not specified,"CARE PARTNER Jun 28, 2025 Job Category: Resident Care-MC Requisition Number: CAREP021366 Schedule: Full Time Sarasota, FL 34233, USA Full-time and part-time Provides residents assistance with Activities of Daily Living (ADL) while recognizing the importance of their dignity and respect at all times.","CARE PARTNER Jun 28, 2025 Job Category: Resident Care-MC Requisition Number: CAREP021366 Schedule: Full Time Sarasota, FL 34233, USA Full-time and part-time Provides residents assistance with Activiti...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=4046cde4-0a1e-4728-be96-b26e92c0fe4d,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:19.824441,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_3965931740457011305,Executive Director,Harbor Chase,"Full Time Jacksonville, FL",Full Time Jacksonville,FL,Not specified,"Executive Director Jun 25, 2025 Job Category: Adminstration Requisition Number: EXECU021361 Schedule: Full Time Jacksonville, FL 32223, USA The Executive Director is totally responsible for the management of the Assisted Living, Independent Living, Memory Care community and/or Skilled Nursing Facility. Also, ensures high quality resident care services, within budgetary guidelines, while meeting or exceeding Harbor Retirement Associates, LLC, standards, and responsible for compliance with federal, state, local and HRA policies, procedures and regulations. The Executive Director is responsible to lead the community by example exhibiting the CORE Values through servant leadership.","Executive Director Jun 25, 2025 Job Category: Adminstration Requisition Number: EXECU021361 Schedule: Full Time Jacksonville, FL 32223, USA The Executive Director is totally responsible for the manage...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=8e098bc0-aca4-4a06-9cdc-55338e18db0f,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:20.727049,Full-Time (employment); Skilled Nursing Facility (care_setting),assisted_living
Harbor Chase_1679620143622635942,MEDICATION ASSISTANT,Harbor Chase,"site Daytona Beach, FL",site Daytona Beach,FL,Not specified,"MEDICATION ASSISTANT Jun 25, 2025 Job Category: Resident Care-AL Requisition Number: MEDIC021355 Schedule: Full Time Job Location Type: On-site Daytona Beach, FL 32114, USA Assisted Living Medication Assistance. Assists with medications and maintains compliance with all state and federal regulations and the standards of HRA. This role will may be working with our residents in Memory Care who are experiencing Alzheimer's/dementia","MEDICATION ASSISTANT Jun 25, 2025 Job Category: Resident Care-AL Requisition Number: MEDIC021355 Schedule: Full Time Job Location Type: On-site Daytona Beach, FL 32114, USA Assisted Living Medication ...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=d07ea127-22dd-4161-9368-cf48fe9e58ce,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:21.903675,Full-Time (employment); Day Shift (shift); Assisted Living (care_setting),assisted_living
Harbor Chase_1294602153271748537,Director of Memory Care,Harbor Chase,"site Lady Lake, FL",site Lady Lake,FL,Not specified,"Director of Memory Care Jun 25, 2025 Job Category: Resident Care-MC Requisition Number: DIREC021352 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides oversight for non-licensed operations in Memory Care. Has the responsibility of the safety and well-being of all MC residents. Actively manages resident safety, life enrichment programs, non- licensed care, social settings in dining, and appropriate dementia environment. Has the ability as an Alzheimer’s trainer, support group facilitator and family advocate. Is overall responsible for providing a pleasant living environment for residents under his/her charge and creates a positive workplace for associates.","Director of Memory Care Jun 25, 2025 Job Category: Resident Care-MC Requisition Number: DIREC021352 Schedule: Full Time Job Location Type: On-site Lady Lake, FL 32159, USA Provides oversight for non-l...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=18104548-d87f-4827-a650-988e3538084e,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:23.619775,Full-Time (employment); Memory Care (care_setting),assisted_living
Harbor Chase_7632175370760579743,Medication Assistant ALL SHIFTS,Harbor Chase,"site Palm Beach Gardens, FL",site Palm Beach Gardens,FL,Not specified,"Medication Assistant ALL SHIFTS Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: MEDIC021351 Schedule: Full Time Job Location Type: On-site Palm Beach Gardens, FL 33418, USA Full time and Part time Med Techs needed for all shifts at luxury assisted living. Assists with medications and maintains compliance with all state and federal regulations and the standards of HRA. Provides residents assistance with Activities of Daily Living (ADL) while recognizing the importance of their dignity and respect at all times. This position is for our Assisted Living.","Medication Assistant ALL SHIFTS Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: MEDIC021351 Schedule: Full Time Job Location Type: On-site Palm Beach Gardens, FL 33418, USA Full time a...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=3f29ea32-295b-4483-8993-5a39a4ca6c83,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:24.886337,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_2063284880989574702,Housekeeper,Harbor Chase,"site Palm Beach Gardens, FL",site Palm Beach Gardens,FL,Not specified,"Housekeeper Jun 24, 2025 Job Category: Housekeeping Requisition Number: HOUSE021350 Schedule: Full Time Job Location Type: On-site Palm Beach Gardens, FL 33418, USA Full Time Housekeeper needed for Assisted Living and Memory Care","Housekeeper Jun 24, 2025 Job Category: Housekeeping Requisition Number: HOUSE021350 Schedule: Full Time Job Location Type: On-site Palm Beach Gardens, FL 33418, USA Full Time Housekeeper needed for As...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=0e514101-6dfd-48c9-9424-cae4147410ab,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:25.858409,Full-Time (employment); Assisted Living (care_setting),assisted_living
Harbor Chase_2675755026335959562,Care Partner (CNA),Harbor Chase,"Part Time Coral Springs, FL",Part Time Coral Springs,FL,Not specified,"Care Partner (CNA) Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: CAREP021349 Schedule: Part Time Coral Springs, FL 33065, USA As Needed Certified Nursing Assistant for Assisted Living Residence Experience as a medication technician is required- must have current certification. -Provides quality care and assistance to residents in accordance with the resident philosophy and policies and resident rights -Adheres to each resident’s Level of Care (LOC), notifies supervisor of any changes in resident’s condition -Answers and responds to resident calls in a timely manner -Assists residents with Activities of Daily Living (ADL) -Completes assignment sheets daily. -Encourages and escorts residents to and from meals in the dining room -Assists residents with meals in ways that meet their individual needs and desires, while being cognizant of changes in appetites and physical abilities to eat","Care Partner (CNA) Jun 24, 2025 Job Category: Resident Care-AL Requisition Number: CAREP021349 Schedule: Part Time Coral Springs, FL 33065, USA As Needed Certified Nursing Assistant for Assisted Livin...",,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/OpportunityDetail?opportunityId=cbb32ec0-d6c8-4d4b-9d0b-d60a2ba53ddd,Harbor Chase,https://recruiting.ultipro.com/HAR1012/JobBoard/c8658d95-b2fe-7c84-9ea4-273644487cd4/?q=&o=postedDateDesc,2025-07-01T21:59:26.780919,Part-Time (employment); Assisted Living (care_setting),assisted_living
