title,company,location,category,salary_min,salary_max,job_type,quality_score,posted_date,application_url,requirements
"Charge Nurse","Prospect Medical Holdings","Meriden, CT","nursing",88313,96799,"contract",82,"2025-06-19","https://careers.prospectmedicalholdings.org/job/153537","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Backus Hospital","Bridgeport, CT","nursing",73380,100629,"full-time",78,"2025-06-10","https://careers.backushospital.org/job/645230","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Connecticut Children's Medical Center","Fairfield, CT","nursing",90469,95887,"part-time",82,"2025-06-14","https://www.glassdoor.com/job-listing/charge-nurse-connecticut-children's-medical-center-JV_IC3834627.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Griffin Hospital","Fairfield, CT","nursing",96384,104842,"per-diem",93,"2025-06-13","https://healthcarejobs.com/ct/griffin-hospital/30837","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Danbury Hospital","Milford, CT","nursing",96210,101380,"full-time",87,"2025-06-21","https://www.ziprecruiter.com/c/Danbury-Hospital/Jobs/932501","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Hospital of Central Connecticut","Norwich, CT","nursing",80521,99370,"part-time",80,"2025-06-22","https://jobs.hospitalofcentralconnecticut.com/apply/75337","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Yale New Haven Hospital","Stamford, CT","nursing",71889,90135,"part-time",80,"2025-06-09","https://www.indeed.com/viewjob?jk=2923144007371651","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","Norwalk Hospital","Norwich, CT","nursing",83315,104553,"full-time",89,"2025-06-23","https://www.ziprecruiter.com/c/Norwalk-Hospital/Jobs/120023","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Connecticut Children's Medical Center","Yonkers, NY","nursing",73603,95377,"contract",82,"2025-06-15","https://jobs.connecticutchildrensmedicalcenter.com/apply/54683","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Hartford HealthCare","Fairfield, CT","nursing",84067,93139,"contract",88,"2025-06-18","https://careers.hartfordhealthcare.org/job/127665","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","Stamford Hospital","Yonkers, NY","nursing",77692,94504,"contract",93,"2025-06-21","https://jobs.stamfordhospital.com/apply/98175","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","St. Francis Hospital","Fairfield, CT","nursing",73237,83625,"contract",81,"2025-06-16","https://healthcarejobs.com/ct/st.-francis-hospital/30737","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Griffin Hospital","Norwich, CT","nursing",85000,95534,"per-diem",81,"2025-06-13","https://www.ziprecruiter.com/c/Griffin-Hospital/Jobs/883781","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Stamford Hospital","Bristol, CT","nursing",78967,102994,"per-diem",87,"2025-06-10","https://www.indeed.com/viewjob?jk=1183086887580984","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","St. Francis Hospital","Waterbury, CT","nursing",75586,90222,"per-diem",90,"2025-06-21","https://www.ziprecruiter.com/c/St.-Francis-Hospital/Jobs/912759","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Trinity Health","New Britain, CT","nursing",84619,94934,"per-diem",78,"2025-06-19","https://www.glassdoor.com/job-listing/oncology-nurse-trinity-health-JV_IC9931230.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Trinity Health","New Britain, CT","nursing",89396,98819,"contract",88,"2025-06-20","https://careers.trinityhealth.net/opportunities/6066","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Yale New Haven Hospital","Springfield, MA","nursing",81539,102388,"per-diem",85,"2025-06-10","https://careers.yalenewhavenhospital.org/job/918579","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Pediatric Nurse","Norwalk Hospital","Providence, RI","nursing",80498,94742,"full-time",91,"2025-06-23","https://www.indeed.com/viewjob?jk=7909656571342108","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Yale New Haven Health System","Fairfield, CT","nursing",75854,89881,"per-diem",85,"2025-06-09","https://careers.yalenewhavenhealthsystem.org/job/176444","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","Bridgeport Hospital","Middletown, CT","nursing",75086,80429,"full-time",81,"2025-06-22","https://www.indeed.com/viewjob?jk=5843652653433464","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","St. Francis Hospital","Yonkers, NY","nursing",73908,100488,"part-time",97,"2025-06-23","https://healthcarejobs.com/ct/st.-francis-hospital/94297","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Griffin Hospital","Yonkers, NY","nursing",96431,101778,"part-time",87,"2025-06-13","https://www.indeed.com/viewjob?jk=4566643952126272","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Middlesex Hospital","Greenwich, CT","nursing",73551,78554,"contract",81,"2025-06-16","https://www.indeed.com/viewjob?jk=4349399011056205","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Yale New Haven Hospital","Providence, RI","nursing",77009,95313,"part-time",85,"2025-06-17","https://www.glassdoor.com/job-listing/nurse-manager-yale-new-haven-hospital-JV_IC6025740.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","Trinity Health","Danbury, CT","nursing",85061,90338,"contract",91,"2025-06-13","https://careers.trinityhealth.org/job/797419","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Backus Hospital","Greenwich, CT","nursing",93919,98965,"contract",80,"2025-06-10","https://www.ziprecruiter.com/c/Backus-Hospital/Jobs/555322","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Bridgeport Hospital","Middletown, CT","nursing",76421,96458,"contract",80,"2025-06-16","https://careers.bridgeporthospital.org/job/539190","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Backus Hospital","Bridgeport, CT","nursing",92043,102520,"per-diem",93,"2025-06-19","https://jobs.backushospital.com/apply/23929","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Backus Hospital","Stamford, CT","nursing",84929,104280,"full-time",84,"2025-06-19","https://healthcarejobs.com/ct/backus-hospital/86149","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Connecticut Children's Medical Center","Danbury, CT","nursing",87894,97192,"part-time",80,"2025-06-13","https://jobs.connecticutchildrensmedicalcenter.com/apply/69344","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Prospect Medical Holdings","Norwich, CT","nursing",71263,88460,"contract",89,"2025-06-15","https://www.indeed.com/viewjob?jk=3988798792431435","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Middlesex Hospital","Meriden, CT","nursing",80289,89325,"part-time",98,"2025-06-09","https://careers.middlesexhospital.org/job/374595","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Backus Hospital","Stamford, CT","nursing",85374,100127,"part-time",78,"2025-06-23","https://jobs.backushospital.com/apply/51260","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Stamford Hospital","New Britain, CT","nursing",86288,96978,"full-time",85,"2025-06-14","https://careers.stamfordhospital.org/job/917724","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Hartford Hospital","Bridgeport, CT","nursing",90822,99425,"part-time",92,"2025-06-17","https://jobs.hartfordhospital.com/apply/71274","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Connecticut Children's Medical Center","New Haven, CT","nursing",73074,98294,"full-time",87,"2025-06-21","https://healthcarejobs.com/ct/connecticut-children's-medical-center/19986","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Norwalk Hospital","West Haven, CT","nursing",87355,103142,"contract",79,"2025-06-19","https://www.indeed.com/viewjob?jk=6687329680530640","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Griffin Hospital","Meriden, CT","nursing",82110,100736,"contract",86,"2025-06-15","https://healthcarejobs.com/ct/griffin-hospital/62524","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Prospect Medical Holdings","Providence, RI","nursing",84456,94648,"per-diem",97,"2025-06-10","https://careers.prospectmedicalholdings.org/job/165633","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","St. Francis Hospital","Meriden, CT","nursing",95085,104761,"per-diem",79,"2025-06-13","https://jobs.st.francishospital.com/apply/71895","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","Griffin Hospital","White Plains, NY","nursing",96993,102790,"full-time",82,"2025-06-22","https://www.ziprecruiter.com/c/Griffin-Hospital/Jobs/812488","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Float Pool Nurse","Yale New Haven Health System","New Britain, CT","nursing",74661,90186,"contract",95,"2025-06-22","https://careers.yalenewhavenhealthsystem.org/job/407630","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Connecticut Children's Medical Center","Bristol, CT","nursing",73929,99188,"per-diem",98,"2025-06-21","https://careers.connecticutchildrensmedicalcenter.net/opportunities/5121","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Yale New Haven Health System","New Britain, CT","nursing",73748,79275,"contract",95,"2025-06-11","https://www.indeed.com/viewjob?jk=7113988361809604","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Bridgeport Hospital","New Britain, CT","nursing",91168,97175,"part-time",92,"2025-06-22","https://careers.bridgeporthospital.net/opportunities/1047","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","Hospital of Central Connecticut","Springfield, MA","nursing",93597,100078,"part-time",96,"2025-06-12","https://healthcarejobs.com/ct/hospital-of-central-connecticut/86244","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Registered Nurse - ICU","Charlotte Hungerford Hospital","Fairfield, CT","nursing",92389,103193,"full-time",84,"2025-06-09","https://www.glassdoor.com/job-listing/registered-nurse---icu-charlotte-hungerford-hospital-JV_IC5453332.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Day Kimball Hospital","Hartford, CT","nursing",91382,103858,"part-time",93,"2025-06-10","https://careers.daykimballhospital.net/opportunities/8078","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Backus Hospital","Stamford, CT","nursing",74873,95394,"part-time",86,"2025-06-16","https://www.indeed.com/viewjob?jk=1074064931508301","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Day Kimball Hospital","Hartford, CT","nursing",85436,98937,"contract",92,"2025-06-15","https://www.indeed.com/viewjob?jk=5403921097548948","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Norwalk Hospital","New Haven, CT","nursing",91421,101590,"full-time",87,"2025-06-09","https://careers.norwalkhospital.net/opportunities/3506","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Backus Hospital","Providence, RI","nursing",90524,98532,"full-time",94,"2025-06-16","https://www.glassdoor.com/job-listing/nicu-nurse-backus-hospital-JV_IC4959198.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Cardiac Nurse","Hartford Hospital","Yonkers, NY","nursing",91197,104829,"full-time",93,"2025-06-16","https://careers.hartfordhospital.net/opportunities/9137","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Hartford HealthCare","New Haven, CT","nursing",82766,98377,"part-time",83,"2025-06-13","https://www.ziprecruiter.com/c/Hartford-HealthCare/Jobs/220536","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Connecticut Children's Medical Center","Springfield, MA","nursing",91761,96969,"full-time",78,"2025-06-09","https://www.glassdoor.com/job-listing/nurse-manager-connecticut-children's-medical-center-JV_IC3675621.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Registered Nurse - ICU","Stamford Hospital","Hartford, CT","nursing",85112,101567,"per-diem",83,"2025-06-18","https://careers.stamfordhospital.net/opportunities/8452","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Day Kimball Hospital","Bristol, CT","nursing",88312,96439,"contract",82,"2025-06-11","https://www.indeed.com/viewjob?jk=3656278358902086","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Day Kimball Hospital","West Haven, CT","nursing",81842,92144,"contract",78,"2025-06-11","https://www.ziprecruiter.com/c/Day-Kimball-Hospital/Jobs/228165","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Pediatric Nurse","Day Kimball Hospital","Bristol, CT","nursing",83767,90447,"full-time",98,"2025-06-22","https://healthcarejobs.com/ct/day-kimball-hospital/75676","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Danbury Hospital","Meriden, CT","nursing",90489,96702,"part-time",90,"2025-06-12","https://careers.danburyhospital.net/opportunities/6215","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Stamford Hospital","White Plains, NY","nursing",89696,99157,"per-diem",81,"2025-06-11","https://www.ziprecruiter.com/c/Stamford-Hospital/Jobs/354493","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Staff Nurse - Med/Surg","Hartford Hospital","Fairfield, CT","nursing",82003,91872,"full-time",79,"2025-06-12","https://www.glassdoor.com/job-listing/staff-nurse---med/surg-hartford-hospital-JV_IC1743791.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Connecticut Children's Medical Center","Middletown, CT","nursing",75096,93538,"part-time",97,"2025-06-17","https://www.ziprecruiter.com/c/Connecticut-Children's-Medical-Center/Jobs/107321","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Charlotte Hungerford Hospital","Springfield, MA","nursing",94522,101016,"full-time",92,"2025-06-12","https://www.glassdoor.com/job-listing/nicu-nurse-charlotte-hungerford-hospital-JV_IC4892417.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Trinity Health","Bridgeport, CT","nursing",77132,102440,"part-time",82,"2025-06-14","https://www.indeed.com/viewjob?jk=4640065795457235","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Hartford Hospital","Norwich, CT","nursing",80545,90407,"per-diem",91,"2025-06-17","https://www.indeed.com/viewjob?jk=5974117106264678","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Trauma Nurse","Bridgeport Hospital","Fairfield, CT","nursing",89589,101228,"full-time",94,"2025-06-19","https://www.ziprecruiter.com/c/Bridgeport-Hospital/Jobs/301900","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Clinical Nurse Specialist","Prospect Medical Holdings","Yonkers, NY","nursing",86374,104856,"full-time",83,"2025-06-17","https://www.indeed.com/viewjob?jk=2090349666779670","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Nurse Manager","Prospect Medical Holdings","Meriden, CT","nursing",92327,99351,"full-time",93,"2025-06-23","https://www.indeed.com/viewjob?jk=4145703030371050","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Hartford Hospital","Bridgeport, CT","nursing",79262,100344,"part-time",85,"2025-06-09","https://healthcarejobs.com/ct/hartford-hospital/43290","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Charlotte Hungerford Hospital","Milford, CT","nursing",77873,89017,"full-time",88,"2025-06-17","https://jobs.charlottehungerfordhospital.com/apply/80737","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Psychiatric Nurse","Danbury Hospital","New Britain, CT","nursing",76163,86245,"full-time",79,"2025-06-15","https://www.glassdoor.com/job-listing/psychiatric-nurse-danbury-hospital-JV_IC8971843.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","St. Francis Hospital","Bristol, CT","nursing",92755,100159,"part-time",95,"2025-06-17","https://www.indeed.com/viewjob?jk=6807832016518961","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Backus Hospital","Springfield, MA","nursing",84262,93679,"per-diem",79,"2025-06-15","https://careers.backushospital.org/job/252204","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"ICU Nurse","Prospect Medical Holdings","Waterbury, CT","nursing",92560,102506,"contract",89,"2025-06-11","https://www.indeed.com/viewjob?jk=6189089003615514","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","Connecticut Children's Medical Center","Bridgeport, CT","nursing",84639,93893,"full-time",90,"2025-06-20","https://www.indeed.com/viewjob?jk=5790504093372194","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Charlotte Hungerford Hospital","Fairfield, CT","nursing",80018,91257,"full-time",85,"2025-06-10","https://www.indeed.com/viewjob?jk=4211731983828784","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Labor & Delivery Nurse","Bridgeport Hospital","Hartford, CT","nursing",95628,101336,"full-time",93,"2025-06-21","https://www.ziprecruiter.com/c/Bridgeport-Hospital/Jobs/574086","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"RN - Emergency Department","Backus Hospital","New Britain, CT","nursing",71404,83339,"full-time",97,"2025-06-19","https://careers.backushospital.org/job/602891","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Charge Nurse","Yale New Haven Health System","Providence, RI","nursing",82612,102634,"per-diem",90,"2025-06-10","https://www.indeed.com/viewjob?jk=7302771671746000","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Travel Nurse","Hartford HealthCare","Fairfield, CT","nursing",77333,84273,"contract",82,"2025-06-19","https://www.glassdoor.com/job-listing/travel-nurse-hartford-healthcare-JV_IC8515678.htm","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"Oncology Nurse","Charlotte Hungerford Hospital","Providence, RI","nursing",73136,79786,"per-diem",92,"2025-06-22","https://careers.charlottehungerfordhospital.org/job/504158","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"OR Nurse","Connecticut Children's Medical Center","Bridgeport, CT","nursing",90688,103442,"part-time",86,"2025-06-19","https://www.indeed.com/viewjob?jk=8412455080383421","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
"NICU Nurse","Norwalk Hospital","West Haven, CT","nursing",90565,95959,"full-time",93,"2025-06-18","https://careers.norwalkhospital.org/job/316316","• Valid Connecticut RN license or ability to obtain | • BSN preferred, ASN required | • 1-3 years of nursing experience preferred | • BLS and ACLS certification required | • Excellent communication and critical thinking skills"
